This was a pretty good movie that was overall done quite well. The idea about Mercy (won't spoil) was original also. I think Angelina did a good job as one of her first movies. The only things I frowned upon were some of the corny fight scenes (won't spoil either). I liked the first movie and I liked this one as well. 7/10	positive
Two redeeming qualities of this film were the cinemaphotography and a storyline that was hard to resist. However, the script, the direction, and some scenes, were just awful. I kept asking myself why such a good cast would have produced such a bad movie. My only conclusion was that these actors must believe in the charity which underlies the plot of the movie, but knew the movie was filled with flaws.<br /><br />This film could have been so much better, and reached a larger audience accordingly. What makes me think this is that with all of the problems of the film, some scenes being painfully bad to watch, I still wanted to see how the obvious conclusion would resolve itself.	negative
The first time I ever saw this movie was when I was four years old. I remember loving it and everything about it. 13 years later, I am now 17, and decided to watch it about a month ago because I am taking a 1960's class in school. I didn't really know what to expect, since it had been 13 years since I last saw it, but I was completely blown away by it. The actors were amazing, the music was so fun, and I now find myself singing along to every song. Treat Williams is great as Berger, the ""leader"" of the hippie group, who always gets what he wants, one way or another (except for at the very end, of course). John Savage is actually very convincing as Claude, the Oklahoma draftee who falls in love with Sheila (Beverly D'Angelo). D'Angelo is lovely as the prim and proper rich girl who eventually rebels against her upbringing and joins the hippies. The other hippies are played by Annie Golden, Don Dacus, and Dorsey Wright. Annie Golden is just adorable as Jeannie, the girl who is pregnant but still as cute and innocent as a child. Don Dacus and Dorsey Wright are good as Woof and Hud, the other two members of the group, and Cheryl Barnes, who plays Hud's fiancÃ©e, has an amazing voice. <br /><br />The only problem I have with this movie, however, is that the relationship between Claude and Sheila is not very convincing. They are barely ever shown together, and when they are, they fight (remember the skinny dipping scene?). It seems as though their relationship is very weak, and by the end of the movie we are supposed to believe they are madly in love, only based on the few meetings they had. I also see that many people writing reviews here are upset by the PG rating this movie has. I personally would raise the rating up to a PG-13, only because there is some drug use... but remember in 1979, PG-13 didn't exist. I don't think the nudity is bad at all, it is in no way sexual (in fact, there isn't really any sex at all in this movie), and it is only to show the childlike innocence that the group maintains. In most European countries, nudity isn't regarded as something bad, and I don't see why it is here in the US. Anyways, I give this movie a high rating, and I'm glad it was made back then, because in the insanely ""politically correct"" world of today, they wouldn't even think of making it, and even if they did, it would be a very ""watered down"" version, and I'm sure you wouldn't get the full effect. <br /><br />In conclusion, this is a very underrated film that is definitely worth checking out.	positive
My first impression would be this is Beowulf only with all the good bits of fighting Grendel and dragons intact, making it one thrill ride from start to end. Written by Frederic Lanoir and Arthur Qwak, the two of them had created a fantastical landscape that becomes a character in itself within their story, with its ever changing environment made up of small spheres of land floating around, which can either be wastelands, or globes of greenery.<br /><br />The story's a simple one, which tells of a land which is cowering in the expectation of a mighty dragon's unwanted visit to plunder and destroy, and the resident knights have all but been annihilated. Enter the king's granddaughter Zoe (Marie Drion) who gathers Lian-Chu (Vincent Lindon), a huge brute with immense strength but truly a gentle giant, and his partner-in-arms Gwizdo (Patrick Timsit), who balances the partnership with his cunning brain. Lian-Chu and Gwizdo (together with their pet creature which too proudly spews incipient fires) share a common dream of owning a farm land and spending idyllic days tending to their farm animals in retirement, but in order to do that comes the requirement of being financially free, hence their career in monster-extermination which doesn't exactly pay off.<br /><br />That's basically the whole gist of it, but what makes this film a spectacle, is its CG graphics, which is solidly rich, detailed, and an eye-popping marvel to behold. It has some wonderfully crafted set action pieces that were painstakingly designed to draw you into the thick of the action,, and during those fight sequences, there's nary a boring moment. Photo-realistic moments of non-existent landscapes make you put aside the fantasy of make-belief, and it's easy to be in awe of the landscape which goes beyond the usual three-suns and a kaleidoscope of flying thingamajigs (here's having at you George!) And I couldn't get enough of the finale battle as well, though the usual brick-bats will find some fault at the indestructibility of the principle characters.<br /><br />I guess this film had opened my eyes that there are many more computer-animated companies out there around the world that have quality in their product to match that of Pixar's. And this is definitely a movie that the local filmmakers of Zodiac: The Race Begins and Legend of the Sea can learn from Â– to keep the story effectively simple, and let your moving artwork do all the talking. Definitely highly recommended!	positive
This movie has some good performances, as others have pointed out, but suffers (as others have pointed out, except for the people who apparently are either friends of the filmmaker or the cast to otherwise explain why they would deem this a ""10"") from some self-conscious and self-absorbed film school padding and excess plots. This is the type of plot that Sex In The City could handle in a half hour episode, so there was no reason for it to be even an 88 minute movie. A perfect example of wasted footage is the fast forwarding montage in the first third of the movie. Some of the back story is merited, but too much time, for example, was spent on Daria character with the anal sex boyfriend and on the back story for Paulie, who was not a realistic character, although the actor did a decent job with the lines he was given. <br /><br />The worst aspect of the movie was the level of amateurish parts: from typos in the typed material, to bad jumps and edits, poor camera positions, angles, lighting problems throughout and, most glaringly, a poorly written script with a badly developed concept. If the writer (also the director and lead) had collaborated with someone, he might not have ended up with a 100% rotten score on Rotten Tomatoes, which further belays the ability of anyone to truly believe the people who gave it a 10 on the rating system here.	negative
The gates of Hell opened up and spit out this film, then closed again.<br /><br />Watching this movie makes me appreciate other movies I have seen, like all other movies. Nothing makes sense in this movie.<br /><br />It would really take too long to mention all the plot problems. In fact, except as a warning, it really isn't worth wasting some of the nearly infinite space available on the internet writing about this film.<br /><br />From now on, I will check IMDb before watching any film.<br /><br />Hot darn, IMDb is forcing me to write more about this film. I guess I should warn you about Edison Force while I am at it. But if you had to chose between the two, pick Edison Force.	negative
I was never all that impressed by Night Gallery, but this one episode stands out.<br /><br />A TV network executive auditions an odd act - a young, nerdy boy who proceeds to make prognostications. The exec dismisses the whole thing as a flaky waste of time until both predictions come true the next morning.<br /><br />What first seemed a parlor act becomes a hit show as the kid's predictions prove consistently accurate.<br /><br />Then, one day, he refuses to do the show. Facing imminent showtime, everyone's at wit's end, even threatening him with legal action if he doesn't fulfill his contract and make his daily predictions.<br /><br />The young boy relents, and foretells a seemingly utopian tomorrow.<br /><br />After the show, the befuddled executive asks for an explanation, only to learn why the complete truth is too terrifying to reveal.	positive
Based on actual events of 1905, silent film THE BATTLESHIP POTEMKIN concerns an Imperial Russian ship on which abominable conditions lead to a mutiny. Shocked by conditions on the ship, citizens of the port city Odessa rally to the mutineers' support--and in consequence find themselves at the mercy of Imperial forces, who attack the civilian supporters with savage force.<br /><br />POTEMKIN is a film in which individual characters are much less important than the groups and crowds of which they are members, and it achieves its incredible power by showing the clash of the groups and crowds in a series of extraordinarily visualized and edited sequences. Amazingly, each of these sequences manage to top the previous one, and the film actually builds in power as it moves from the mutiny to the citizen's rally to the massacre on the Odessa steps--the latter of which is among the most famous sequences in all of film history. Filming largely where the real events actually occurred, director Eisenstein's vision is extraordinary as he builds--not only from sequence to sequence but from moment to moment within each sequence--some of the most memorable images ever committed to film.<br /><br />To describe POTEMKIN as a great film is something of an understatement. It is an absolute essential, an absolute necessity to any one seriously interested in cinema as an art form, purely visual cinema at its most brilliant, often imitated, seldom equaled, never bested.<br /><br />Gary F. Taylor, aka GFT, Amazon Reviewer	positive
Great film about an American G.I. who quits the army to marry a German girl who saved his life in the last days of the war. She accepts, but does she do it because she really likes him, or because he can support her with easier access to food and such? Meanwhile, her brother and an old friend form an anti-American terrorist group called the Werewolves, their purpose to drive away the occupants (you might remember the same group playing a major part in Lars von Trier's film Europa (Zentropa)). James Best, best known for his role as Roscoe P. Coltrane in the 1980s television show The Dukes of Hazzard, is shockingly excellent as the American. He should have become a big movie star Â– at this age he reminds me very much of Warren Beatty. The other main actors are good, as well. Fuller's direction is quite good, using a lot of long takes again (although they are not nearly as complex as they were in Park Row; the long takes more often than not consist of long scenes with a lot of dialogue). The only problems lie in the script, as seems to be the case with all of the Fuller films that I've seen. It's not too badly flawed, but it ought to have been expanded, fleshing out major characters and parts of the script. Helga, the wife, goes through a major change, but completely off screen. Therefore, the emotional center rests squarely on Best's shoulders. Fuller also should have killed off the sick mother early in the film. I hope that doesn't sound too harsh! She just doesn't really do anything throughout the film except lie in bed. She has so few lines. But Fuller keeps bringing her up as the film goes on. I would have had her death solidify David and Helga's relationship myself. And the film ends too abruptly, and it lacks payoff. These aren't really the biggest flaws in the world (the way I described them makes them sound bigger than they are). 9/10.	positive
As a kid, I loved this game. I played it a zillion times during Spring 1993 with my friend Andrew. I used to play Axel or Blaze and he would be Adam and no matter how often we played it we never seemed to get bored. Then Streets of Rage 2 came out. And we quickly forgot that this one even existed.<br /><br />You play as ex-cops Axel Stone, Adam or Blaze Fielding, who have quit the force in order to take on the bad guys in their own way. There are 8 levels to work thru in a run-down and corrupt city led by the evil Mr X. Beating up all the bad guys and the end-of-level boss is much fun. Level 4 (The Bridge) was my fave because you could chuck baddies down the holes into the river. You even have the chance to become Mr. X's right hand man at the end of the game (at a price). This leads to the 'bad ending' in which you become the the boss of the syndicate. Exactly how this is possible is a mystery since you destroy the syndicate on your way to Mr. X, but never mind.<br /><br />Streets of Rage also has truly fantastic music. The composer Yuzo Koshiro did absolute miracles with the limited technology of the Sega Genesis. The main theme, Level One, Level 4 and Final Boss are standout tunes. <br /><br />As a Wii owner I am proud to have this forever on my console. But with Streets of Rage 2 also available, it does kind of render the first one somewhat obsolete.<br /><br />Pros:<br /><br />Average graphics but nice backgrounds represented in a comic-book like panel progression that fits the tone of the game.<br /><br />Great tunes.<br /><br />Easy to get into and hard to put down.<br /><br />Cons:<br /><br />Vastly inferior to the infinitely more complex Streets of Rage 2.<br /><br />Poor enemy AI. Baddies often walk away from you instead of engaging in combat. This is especially infuriating with the Level 5 boss.<br /><br />Lack of combo moves.<br /><br />Lack of decent weapons.<br /><br />Bad guy models are repeated far too often.<br /><br />Graphics B- Sound A- Gameplay B- Lasting Appeal B-	positive
So many fans, so little to show for it. I know, I know, these words are gonna find me in a great minority. A lot of people really liked Good Will Hunting. But seriously please, great film making, not even close, and let's put the blame where it belongs... in the writing.<br /><br />Now, I know they won an oscar for it, and boy did they look good emoting on the screen. But Good Will Hunting is an ABC after school special with lots of cursing in it, and a slightly bigger budget.<br /><br />What this movie does show, is the brilliance of Harvey Weinstein and Miramax Pictures. Mr. Weinstein could take manure, feed it to you, and make you believe your eating bon bons. And that's exactly what the studio did with the film. They created such high faluttin buzz around it, that people believed, and wanted to believe it so much --- that they saw brilliance where there was none.<br /><br />Now, I know some people think it's a great movie, I don't think it's a horribly bad movie, I like to compare it to more in the middle of the road movies, and also to some great Made for TV movies (although, not HBO films, HBO films are unusually better than Good Will Hunting would ever be.) It's just a nice, little film, with some good performances, Robin Williams was not good in it, they just gave him the oscar cause the'd been itching to do it for a while. And of course, the Miramax public relations machine secured Ben and Matt their screenwriting oscar... but come one people... there's better movies out there thatn GWH.	negative
As far as I can understand, TIW WATCHER is the first work of a young director. My doubt is if this is the work of a regular guy who happens to love films or if this is the work of a cinema student, since there is a reference to Oporto School of Arts in the final credits.<br /><br />Nevertheless, director Ricardo Pinho demonstrates with this movie a total unawareness of some basic notions about cinema. What is a movie? How to tell a story? It doesn't matter, for the novice director. One of the first things you learn in school when you're studying cinema is how to tell a story. You learn that, just like in novels, in movies you should also construct your story in three acts: the introduction, the development and the conclusion. You learn that your story should have a protagonist and an antagonist and that there should be a climax. You learn this is valid for a 3-hour-epic, for the regular movie, for a short film and even, believe it or not, for a 30-second commercial. You also learn there can be levels of subtleness in your approach to the academic structure and that, ultimately, you can even deconstruct it.<br /><br />In rough terms, TIM WATCHER introduces us its main character and then, the movie ends - the whole movie sounds like the introduction of the characters in Jeunet's AMÃ‰LIE. There are no second or third acts in TIM WATCHER. This is not a parody or an art film, thus you can't even try to justify the disrespect for the academic structure. You are expecting to be told a story, and it doesn't happen. Worst than that, TIM WATCHER defines itself as a warning; and one with no real purpose. It doesn't make a point, or at least, not a valid one. Its point is childish, with a sense of vengeance. The situations portrayed are utterly simple and its approach is Manichaean.<br /><br />I was expecting a lot more from this short. The movie opens with a rather good-looking credits sequence and you quickly realize you are watching something with better production values than the regular Portuguese short film. I don't know the budget for this movie, but judging for the thanks-list in the end credits, merit must go to the production team for such good connections in a country where's difficult to have doors opened to young filmmakers.<br /><br />TIM WATCHER seems to be an exercise in style, color and carefully chosen plans, combined with a fine score. That's all. There's nothing else. There's no plot. And that's a shame because it feels like a waste of production values. Hardly, you can see in the regular Portuguese short such diversity of locations and so many available extras to enrich a story.<br /><br />As absurd as the comparison may sound, I must refer the BMW shorts as a fine example of how you can tell a good story in a very short film severely conditioned to product placement and over-the-top stylish cinematography.	negative
That was a waste of 9 dollars. the movie was terrible. all the ""scary"" parts were pointless and sadly repetitive. Seemingly all of the tense parts could be completely predicted, and did not seem to hold any bit of the audiences attention. Also, the plot line didn't advance at all during the entire movie, and it was all just a big setup for the grudge 3. When it seemed like the movie was about to make a big plot advancement, it turned out just to be a pointless scene. these directors need to follow Hitchcock's example: every scene has a point. Porbably 90% of the scenes in this movie could have been left out with no change of the plot. Final opinion: Don't waste your time, energy or money!!!	negative
I would give this show a ten out of ten if it was not for the fart jokes. You people are so damn sensitive it is inane! So quick to point out the ""racism"" of the show and the jokes, yet are also so quick to say ridiculously sexist, pig-headed crap like ""well, duh, some of these other shows do these jokes so much better because at least they have hot women."" So disgusting. Abortion jokes are great because, really, who takes abortion seriously anyways? At least I'm not a*bore*son. I hear that Reba McEntire and Sarah Silverman are teaming up to do a movie about sisters taking a road trip together. Talk about a movie of the year!	positive
... but I laughed. A lot.<br /><br />I saw 'AstÃ©rix et les Vikings' at a public screening during the World Cup. The sound was lousy, it was too bright to see the screen properly - but I still enjoyed myself immensely. The names of some of the characters had me rolling on the floor: Smsix, Abba, Vikea... All not very witty, but in good AstÃ©rix tradition. Some very good jokes, but also some that not everybody seemed to get.<br /><br />The only thing I didn't like were the voices of AstÃ©rix and ObÃ©lix, in the German version at least. The voice actors are very well-known around here, which was the only reason they were casted, really. They don't fit the characters at all.<br /><br />All in all, a good way to spend some time (and if it's free, like in my case, all the better) and to have a couple of laughs. 8 out of 10.	positive
I found this film completely and utterly incomprehensible. I knew some of he facts about Caravagggio, but here they were twisted and puzzling. The images were weirdly interesting but I was looking more for a biographical and/or critical accounting of Caravaggio's life and works, not an LSD type drug trip. The dialogue was very confusing and jumping back and forth in time via the use of trains, calculators, typewriters and cigarettes was extremely distracting. Had it been labelled an ""artsy film"" I wouldn't have purchased the DVD; now I have a DVD that I'll never watch again and who would buy it? I prefer mainstream films not those that require translation or elucidation. Thumbs down on this one for me!	negative
An ultra-modern house in an affluent neighborhood appears to be the cause of each of its inhabitants bizarre (and deadly) behavior. Or at least that is what Lara Flynn Boyle's character, Col Kennedy, argues. After a series of deadly occurrences in a gargantuan house next door, Col knows something has got to give. Mark-Paul Gosselaar also stars as the mysterious architect.<br /><br />My opinion: The House Next Door works because of Lara Flynn Boyle and the locations (beautiful house) and stylish sets. Boyle is a talented and dynamic actress, not to mention absolutely stunning. She brings credibility to her character and makes the film intriguing. Without her, it would have failed. ""It's so alive"" declares a prospective buyer in reference to the house. Yes, it is alive. But the story itself is not so much.<br /><br />Barring Boyle's presence, not much is happening here, as an enormous amount of the movie is spent watching or waiting to see how the house will affect its current owners. The results are predictable. But I liked it anyway. The cinematography lends the film a polished look. 8/10 on account of Boyle, the premise of an evil ultra-modern house, the locations and cinematography, and set decoration and wardrobe.	positive
Tintin was one of my favorite heroes as a kid. I used to borrow the books from the school library every chance I got. My favorite one was ""The Red Sea Sharks"" - so much action and humor.<br /><br />This documentary was a brilliant exposition of the background story of Herge and his development of Tintin. The film-maker's personal experience in interviewing Herge and the story of his relationship with the artist who was the inspiration for the Chan character was very moving.<br /><br />A great documentary of a very talented and well-loved artist. A great example of someone who has become internationally renown, and has brought joy of millions of children (and the young at heart) all over the world.	positive
Originally I rented this film for my daughter since she is keen on soccer - and I was not disappointed that way (except the plot interfered with the soccer scenes). As a dad I suppose I was a little surprised at the introduction of the topic of lesbianism - but I have to admit that as a parent these issues are completely available to children nowadays (as uncomfortable as I feel with the topic). In a way this emotion was a segue right into the main premise of the film - that at some age you must trust your children to make their own choices. This dilemma is introduced by a young British-born teen girl - Jasminder (Jess) - of east-Indian heritage who dreams of playing professional soccer. The pending marriage of her older sister in a traditional Hindu marriage provides many rich opportunities for her to explore (in a nice way) her hopes and fears for her future. <br /><br />The multi-cultural challenge was a very interesting technique to explore Jess's frustration with her parents expectations for her - again no different in substance than most child-parent relationships. <br /><br />In SUMMARY, the soccer scenes are GREAT (lots to learn in slowmo) and while I didn't need the storyline - something was needed to keep the movie going.	positive
""Hatred of a Minute"" is arguably one of the better films to come out of Michigan in recent years. Not to say that it's a brilliant film by any means, but it's definitely worth a watch.<br /><br /> ""Hatred"" chronicles the sordid adventures of Eric Seaver (played by director Kallio), a formerly abused child now grown up, and starting to listen to his evil side.<br /><br /> ""Hatred"" is very nice visually. The shots are creative, and the lighting is approporiately moody and interesting to look at. This film actually has an element of production value to it, unlike other recent Michigan releases like ""Dark Tomorrow"" and ""Biker Zombies."" Subtle dolly shots and stylized shot composition show good use of this film's $350,000 budget.<br /><br /> However, ""Hatred"" stumbles in the same places that so many other local films do, and that's in the story and character department. Essentially, things just kind-of happen. Eric Seaver doesn't evolve at all. Basically, he's always been crazy, it's just that people are starting to notice. The film just wanders along its merry way with very little development. Also, the ending is very abrupt.<br /><br /> However- since this is a horror film, since when do we care about plot? We just want to see people die, and ""Hatred"" certainly delivers. As the body count mounted, people in the theater started cheering ""Kill her! Kill em' all!"" When people scream back at the screen, it's always fun.<br /><br /> That's the place where ""Hatred"" succeeds. It's fun. And in the end, that's all that really matters.	positive
